,quality_score,Owner,Country of Origin,Farm Name,Mill,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Moisture,Category One Defects,Color,Category Two Defects,Expiration
952,81.33,Angel Oscar Medina Rodriguez,Mexico,,Ac La Laja Sa De Cv,Ac La Laja Sa De Cv,1130,"Huatusco, Veracruz",Juan Hermilo Sampieri,220,69 kg,Centro Agroecológico del Café A.C.,2016,"February 25th, 2016",Angel Oscar Medina Rodriguez,,Completed,,7.67,7.42,7.0,7.42,7.58,7.08,10.0,10.0,10.0,7.17,0.12,0,Green,0,"February 24th, 2017"
953,81.33,Cafebras,Brazil,FAZENDA SACRAMENTO,17/18,Cafebras Comercio de Cafés do Brasil SA,1100,CERRADO MINEIRO,NELSON AZEVEDO FRANÇA,300,60 kg,Brazil Specialty Coffee Association,2015/2016,"November 20th, 2015",Cafebras,Catuai,Completed,Natural / Dry,7.25,7.33,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.33,0.11,0,Green,14,"November 19th, 2016"
954,81.33,CADEXSA,Honduras,Bethel,CADEXSA,CADEXSA,1350,Marcala,Jose Omar Acosta,275,1 kg,Instituto Hondureño del Café,2015,"May 22nd, 2015",CADEXSA,Catuai,Completed,Washed / Wet,7.58,7.42,7.17,7.42,7.17,7.17,10.0,10.0,10.0,7.42,0.09,0,Green,4,"May 21st, 2016"
955,81.33,Jacques Pereira Carneiro,Brazil,SERTAO FARM,CARAPINA,Exportadora de Cafés Carmo de Minas LTDA,1200,MANTIQUEIRA DE MINAS,NAZARETH DIAS PEREIRA,300,60 kg,Brazil Specialty Coffee Association,2014/2015,"December 16th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Completed,Other,7.17,7.33,7.42,7.25,7.42,7.33,10.0,10.0,10.0,7.42,0.12,0,Green,6,"December 16th, 2015"
956,81.33,Victoria,Philippines,BACOFA,GREEN BEANS,S3V International Importing,1400 MASL,"DAVAO CITY, REGION 11","COFFEE FOR PEACE,INC.",2,2 kg,Specialty Coffee Association,2014,"November 13th, 2014",Victoria,Other,Completed,Washed / Wet,7.08,7.33,7.42,7.33,7.33,7.5,10.0,10.0,10.0,7.33,0.14,0,Green,3,"November 13th, 2015"
957,81.33,AFCA,Malawi,Usingini Farm,Mzuzu Coffee Coop Union,Mzuzu Coffee Planters Coop Union,1200M,West of Mzuzu,Mzuzu Coffee Coop Union,31,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Completed,Washed / Wet,7.75,7.33,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,0.13,0,Green,1,"November 4th, 2015"
958,81.33,Mayra Yessenia Torres,Honduras,El Cerron,Olam Honduras,"OLAM HONDURAS, S.A.",1450 MSNM,San Marcos Ocotepeque,Nelson Melgar Melgar,275,1 kg,Instituto Hondureño del Café,2014,"January 22nd, 2014",Mayra Yessenia Torres,Catuai,Completed,Washed / Wet,7.33,7.33,7.17,7.33,7.5,7.33,10.0,10.0,10.0,7.33,0.12,0,Green,3,"January 22nd, 2015"
959,81.33,JULIO PEREZ HERNANDEZ,Mexico,,"TAPACHULA, CHIAPAS",INDIGENAS DE LA SIERRA MADRE DE MOTOZINTLA SAN ISIDRO LABRADOR S. DE S.S.,1800,TAPACHULA,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,250,1 kg,AMECAFE,2012,"August 30th, 2012",JULIO PEREZ HERNANDEZ,Typica,Completed,Washed / Wet,7.58,7.42,7.25,7.33,7.25,7.25,10.0,10.0,10.0,7.25,0.13,4,Green,13,"August 30th, 2013"
960,81.33,HECTOR GABRIEL BARREDA NADER,Mexico,CRUZ VERDE,CRUZ VERDE,,1000,VERACRUZ,HECTOR GABRIEL BARREDA NADER,70,1 kg,AMECAFE,2012,"July 11th, 2012",HECTOR GABRIEL BARREDA NADER,Typica,Completed,Washed / Wet,7.33,7.25,7.17,7.42,7.58,7.33,10.0,10.0,10.0,7.25,0.12,0,None,4,"July 11th, 2013"
961,81.33,Klem Organics,Brazil,FAZENDAS KLEM        ,DRY MILL,Klem Organics Coffee        ,1100,MATAS DE MINAS        ,NAGIPE VIANA KLEM       ,42,5 kg,Specialty Coffee Association,,"November 15th, 2017
",KlemOrganics,Catuai,Completed,Natural / Dry,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,7.58,0.11,0,Green,0,"November 15th, 2018
"
962,81.25,"Lin, Che-Hao Krude 林哲豪",Taiwan,Jing Jing Café 晶晶坊青山咖啡教室,Jing Jing Café 晶晶坊青山咖啡教室,Taiwan Coffee Laboratory,680,"Dongshan Dist., Tainan City 台南市東山區",Hu Guei Jing 胡桂青,20,50 kg,Specialty Coffee Association,2015,"May 18th, 2016","Lin, Che-Hao Krude 林哲豪",Typica,Completed,Natural / Dry,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10.0,10.0,5.25,0.12,0,Green,0,"May 18th, 2017"
963,81.25,Ipanema Coffees,Brazil,Rio Verde,Ipanema Comercial e Exportadora SA,Ipanema Coffees,1,South of Minas Gerais,Ipanema Agrícola SA,320,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Completed,Natural / Dry,7.17,7.42,7.17,7.08,6.92,8.17,10.0,10.0,10.0,7.33,0.0,0,Green,1,"October 7th, 2016"
964,81.25,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Nicaragua,Cafetales Santa Matilde,San Carlos,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",1100,Jinotega,Rolando Lacayo,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2015,"July 6th, 2015","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Catuai,Completed,Washed / Wet,7.08,7.5,7.33,7.17,7.42,7.25,10.0,10.0,10.0,7.5,0.1,0,Green,4,"July 5th, 2016"
965,81.25,CADEXSA,Honduras,CERRO BUENO,CADEXSA,CADEXSA,1400 MSN,MARCALA,JOSE OMAR ACOSTA,275,1 kg,Instituto Hondureño del Café,2015,"May 12th, 2015",CADEXSA,Catuai,Completed,Washed / Wet,7.42,7.17,7.17,7.5,7.33,7.25,10.0,10.0,10.0,7.42,0.12,0,Green,1,"May 11th, 2016"
966,81.25,EssenceCoffee,Guatemala,El Injerto S.A.,El Injerto S.A.,Essence Coffee,1700m,Huehuetenango,El Injerto S.A.,36,55 lbs,Blossom Valley International,2014,"March 21st, 2015",EssenceCoffee,Pacamara,Completed,Washed / Wet,7.33,7.42,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.33,0.09,0,Bluish-Green,2,"March 20th, 2016"
967,81.25,Shangrilla Estate Ltd,Tanzania,Shangrilla Estate,Shangrilla Estate Ltd,Shangrilla Estate Ltd,1700,Karatu Ngorogoro,Shangrilla Estate,100,60 kg,Africa Fine Coffee Association,2014,"December 17th, 2014",Shangrilla Estate Ltd,Other,Completed,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,10.0,7.42,0.13,0,Green,5,"December 17th, 2015"
968,81.25,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Jia jia Coffee 佳佳咖啡莊,Jia jia Coffee 佳佳咖啡莊,Blossom Valley宸嶧國際,650 M,Nantou Guoxing 南投縣國姓鄉,Liu ying wu 劉穎悟,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Completed,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,0.11,0,Green,0,"December 26th, 2014"
969,81.25,Juan Luis Alvarado Romero,Guatemala,FINCA MEDINA,"BENEFICIO 2000 KM 25.5 CARRETERA A EL SALVADOR, GUATEMALA PHONE (502) 6661-2800","SIEMBRAS VISION, S.A.","5,000 F","SACATEPEQUEZ, GUATEMALA","SIEMBRAS VISION, S.A.",250,69 kg,Asociacion Nacional Del Café,2013,"March 4th, 2013",Juan Luis Alvarado Romero,Caturra,Completed,Washed / Wet,7.5,7.33,7.5,7.58,7.0,7.25,10.0,10.0,10.0,7.08,0.11,0,Green,4,"March 4th, 2014"
970,81.25,ALFREDO BOJALIL,Mexico,FINCA CHANJUL,"AGROINDUSTRIAS UNIDAS DE MEXICO, S.S. DE C.V. SUCURSAL TUXTLA",ECOMTRADING,1500,MOTOZINTLA,FRANCISCO J. CONTRERAS MARTINEZ DE ESCOBAR,250,1 kg,AMECAFE,2012,"July 26th, 2012",ALFREDO BOJALIL,Typica,Completed,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10.0,10.0,7.5,0.12,0,Green,1,"July 26th, 2013"
971,81.17,"Exportadora Atlantic, S.A.",Nicaragua,LAS PROMESAS DE SAN BLASS,BENEFICIO ATLANTIC PLANTA PROCEDORA CONDEGA,Exportadora Atlantic S.A,1200,"DIPILTO, NUEVA SEGOVIA",GONZALO CASTILLO,275,69 kg,Instituto Hondureño del Café,2016,"March 8th, 2017","Exportadora Atlantic, S.A.",,Completed,Washed / Wet,7.33,7.5,7.17,7.17,7.58,7.17,10.0,10.0,10.0,7.25,0.09,0,Green,7,"March 8th, 2018"
972,81.17,Immaculata John,Tanzania,Mviwambi Coffee Farmers,,Mviwambi Coffee Farm,100/2000,"Ruvuma, Mbinga",Immaculata John,100,60 kg,Africa Fine Coffee Association,2015/2016,"November 16th, 2015",Immaculata John,Bourbon,Completed,Washed / Wet,7.67,7.17,7.17,7.33,7.5,7.17,10.0,10.0,10.0,7.17,0.12,0,Green,2,"November 15th, 2016"
973,81.17,ANDREAS KUSSMAUL,Mexico,Exportadora Café California,Exportadora Café California,Exportadora Café California,1200,"CHIAPAS, JALTENANGO",Exportadora Café California,275,1 kg,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2015,"June 25th, 2015",ANDREAS KUSSMAUL,Caturra,Completed,Washed / Wet,7.75,7.58,7.08,7.25,7.08,7.25,10.0,10.0,10.0,7.17,0.12,0,Green,10,"June 24th, 2016"
974,81.17,"CAFETALERA INTERNACIONAL CAFINTER, S.A.",Costa Rica,EL PATALILLO,EL PATALILLO,"CAFETALERA INTERNACIONAL CAFINTER, S.A.",1200-1400 MASL,Tres Rios,JOSE FRANCISCO GONZALEZ,275,18975 kg,Specialty Coffee Association of Costa Rica,2015,"May 22nd, 2015","CAFETALERA INTERNACIONAL CAFINTER, S.A.",Caturra,Completed,Washed / Wet,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,10.0,7.42,0.11,0,Bluish-Green,0,"May 21st, 2016"
975,81.17,,Honduras,Los Hicaques,CIGRAH,CIGRAH,1450 mals,Central Region,Reinerio Zepeda,275,1 kg,Instituto Hondureño del Café,2015,"March 11th, 2015",,Catuai,Completed,Natural / Dry,7.42,7.33,7.0,7.42,7.33,7.33,10.0,10.0,10.0,7.33,0.13,0,Green,1,"March 10th, 2016"
976,81.17,松澤宏樹 Koju Matsuzawa,Thailand,,,"Coffeas Co., Ltd","1,400-1,500 m",Chiangrai,"Coffeas Co., Ltd.",20,20 kg,Specialty Coffee Institute of Asia,2014,"February 15th, 2015",松澤宏樹 Koju Matsuzawa,Caturra,Completed,Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,10.0,10.0,10.0,7.42,0.12,0,Blue-Green,0,"February 15th, 2016"
977,81.17,Victoria,Philippines,"IRISAN, BAGUIO",GREEN BEANS,S3V International Importing,1200 MASL,CORILLERA ADMINISTRATIVE,"COFFEE FOR PEACE,INC.",2,2 kg,Specialty Coffee Association,2014,"January 8th, 2015",Victoria,Typica,Completed,Natural / Dry,7.25,7.25,7.25,7.08,7.58,7.5,10.0,10.0,10.0,7.25,0.0,0,None,4,"January 8th, 2016"
978,81.17,Taylor Winch (T) Ltd,Tanzania,AMPCG,Taylor Winch (T) Ltd,Taylor Winch(T) Ltd,1550,"Mbinga, Ruvuma",Taylor Winch (T) ltd,320,60 kg,Africa Fine Coffee Association,2014,"December 17th, 2014",Taylor Winch (T) Ltd,Bourbon,Completed,Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,10.0,10.0,10.0,7.33,0.12,0,Bluish-Green,2,"December 17th, 2015"
979,81.17,AFCA,Malawi,Makoka Valley Estate,R.W.J. Wallace Ltd,R.W.J Wallace Ltd,990-1000M,Southern- Zomba,R.W.J. Wallace Ltd,300,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Caturra,Completed,Washed / Wet,7.58,7.25,7.33,7.08,7.33,7.33,10.0,10.0,10.0,7.25,0.12,0,Green,12,"November 4th, 2015"
980,81.17,Eric Thormaehlen,Costa Rica,VARIOS,CORICAFE SA,CORICAFE S.A.,1200-1400,CENTRAL VALLEY - WEST VALLEY,VARIOS,250,1 kg,Specialty Coffee Association of Costa Rica,2014,"May 9th, 2014",Eric Thormaehlen,Catuai,Completed,Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,10.0,10.0,10.0,7.25,0.11,0,Green,3,"May 9th, 2015"
981,81.17,BOURBON SPECIALTY COFFEES,Brazil,JULIANA,,BOURBON SPECIALTY COFFEES,,MONTE CARMELO,JOSE RENATO BAIARDI,300,1 kg,NUCOFFEE,2013,"February 4th, 2014",BOURBON SPECIALTY COFFEES,Catuai,Completed,Natural / Dry,7.42,7.42,7.17,7.42,7.33,7.25,10.0,10.0,10.0,7.17,0.11,0,Green,3,"February 4th, 2015"
982,81.17,JULIO PEREZ HERNANDEZ,Mexico,,"TAPACHULA, CHIAPAS",INDIGENAS DE LA SIERRA MADRE DE MOTOZINTLA SAN ISIDRO LABRADOR S. DE S.S.,1800,TAPACHULA,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,250,1 kg,AMECAFE,2012,"August 30th, 2012",JULIO PEREZ HERNANDEZ,Typica,Completed,Natural / Dry,7.42,7.25,7.08,7.75,7.42,7.17,10.0,10.0,10.0,7.08,0.13,3,Green,7,"August 30th, 2013"
983,81.17,The Coffee Source Inc.,Guatemala,Finca Quequesquez,Finca Quequesquez,The Coffee Source Inc.,1450,Oriente,Finca Quequesquez,250,1 kg,Specialty Coffee Association,2012,"August 20th, 2012",The Coffee Source Inc.,Caturra,Completed,Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,10.0,10.0,10.0,7.25,0.12,0,Green,4,"August 20th, 2013"
984,81.17,NUCOFFEE,Brazil,Fazenda São Sebastião,,NUCOFFEE,1000m,South of Minas Gerais,Bruno de Andrade Frota,17,60 kg,NUCOFFEE,2012,"January 23rd, 2012",NUCOFFEE,Mundo Novo,Completed,Natural / Dry,7.42,7.33,7.25,7.42,7.5,7.17,10.0,10.0,10.0,7.08,0.12,0,Green,1,"January 22nd, 2013"
985,81.17,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,,Kona,,4,100 lbs,Specialty Coffee Association,,"September 22nd, 2011",Kona Pacific Farmers Cooperative,,Completed,,7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10.0,7.75,0.04,3,,0,"September 21st, 2012"
986,81.08,KERCHANSHE,Ethiopia,,dry mill,KERCHANSHE TRADING PLC,0,sidamo,Kerchanshe trading plc,300,60 kg,Specialty Coffee Institute of Asia,2016,"July 14th, 2017",KERCHANSHE,,Completed,Natural / Dry,7.42,7.33,7.17,7.33,7.42,7.17,10.0,10.0,10.0,7.25,0.11,0,,1,"July 14th, 2018"
987,81.08,Gregorio Sebba,Brazil,Fazenda São José Mirante,Garca Armazens,Garca Armazens,695,Alta Paulista (Sao Paulo),José Olavo Boechat,500,60 kg,Specialty Coffee Association,2016,"June 21st, 2017",Gregorio Sebba,Mundo Novo,Completed,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10.0,9.33,7.33,0.11,5,Green,8,"June 21st, 2018"
988,81.08,Rolando Lacayo,Nicaragua,CAFETALES SANTA MATILDE,BENEFICIO SAN CARLOS,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.","1,100 m.o.s.l.",JINOTEGA,ROLANDO LACAYO,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2015,"March 28th, 2015",Rolando Lacayo,Other,Completed,Washed / Wet,7.33,7.33,7.33,7.42,7.33,7.33,10.0,10.0,10.0,7.0,0.11,0,,1,"March 27th, 2016"
989,81.08,Wali Ali,United States,,JuanAna Coffee Association,Conscious Bean Coffee,5600 feet,Central America,JuanAna Coffee Association,1,5 lbs,Specialty Coffee Association,2014,"March 4th, 2015",Wali Ali,Pache Comun,Completed,Natural / Dry,7.42,7.17,7.33,7.42,7.25,7.33,10.0,10.0,10.0,7.17,0.0,0,,0,"March 3rd, 2016"
990,81.08,Taylor Winch (T) Ltd,Tanzania,Mwalyego Amcos,Taylor Winch (T) Ltd,Taylor Winch(T) Ltd,1456,"Iwala Village, Mbeya Rural",Taylor Winch (T) ltd,54,60 kg,Africa Fine Coffee Association,2014,"January 2nd, 2015",Taylor Winch (T) Ltd,Other,Completed,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,10.0,7.17,0.13,0,Green,2,"January 2nd, 2016"
991,81.08,The Coffee Source Inc.,Costa Rica,Santa Laura,La Eva,The Coffee Source Inc.,1500 mts,Naranjo,Several,250,1 kg,Specialty Coffee Association of Costa Rica,2014,"December 18th, 2014",The Coffee Source Inc.,Caturra,Completed,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,10.0,7.17,0.13,0,Green,0,"December 18th, 2015"
992,81.08,German Negron,United States (Puerto Rico),Hacienda Caracolillo,Hacienda Alto Grande,"Hacienda Alto Grande, LLC.",2800 ft,Yauco Region,Hacienda Alto Grande,18,5 lbs,Specialty Coffee Association,2013,"May 28th, 2014",German Negron,Other,Completed,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10.0,10.0,8.5,0.0,0,Green,0,"May 28th, 2015"
993,81.08,OBED RENDON PONCE,Mexico,"SAN FERNANDO, CHIAPAS","SAN FERNANDO, CHIAPAS",CAFETERA EL GRANDE S.A. DE C.V.,1650,SAN FERNANDO,MEDINA PEDRERO PRODUCTOS AGRÍCOLAS SA DE CV,100,1 kg,AMECAFE,2012,"September 14th, 2012",OBED RENDON PONCE,Typica,Completed,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10.0,10.0,10.0,7.25,0.13,5,None,16,"September 14th, 2013"
994,81.08,DIEGO MANUEL WOOLRICH RAMIREZ,Mexico,CAFETAL SINAI,CAFETAL SINAI,,1300,SANTO REYES NOPALA,"DIEGO MANUEL WOOLRICH RAMIREZ, ALFREDO FERNANDO WOOLRICH RAMIREZ",30,1 kg,AMECAFE,2012,"September 4th, 2012",DIEGO MANUEL WOOLRICH RAMIREZ,Typica,Completed,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10.0,10.0,10.0,7.08,0.12,0,Green,2,"September 4th, 2013"
995,81.08,GERARDO HERNANDEZ VALDERRABANO,Mexico,,SANTA MARIA SILTEPEC,COMERCIALIZADORA PROFESIONAL MEXICANA S.A. DE C.V.,1642,SANTA MARIA SITEPEC,ETMAR DIDIER ROBLERO LOPEZ,40,1 kg,AMECAFE,2012,"August 30th, 2012",GERARDO HERNANDEZ VALDERRABANO,Typica,Completed,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,10.0,7.25,0.11,0,Green,5,"August 30th, 2013"
996,81.08,BALBINO RAMIREZ FLORES,Mexico,EL DESMORONADO,EL DESMORONADO,,1200,TALPA DE ALLENDE,BALBINO RAMIREZ FLORES,15,1 kg,AMECAFE,2012,"July 3rd, 2012",BALBINO RAMIREZ FLORES,Typica,Completed,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10.0,10.0,10.0,7.25,0.1,0,Green,1,"July 3rd, 2013"
997,81.08,Kona Pacific Farmers Cooperative,United States (Hawaii),,,KPFC,,Kona,,2,100 lbs,Specialty Coffee Association,2012,"February 13th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10.0,10.0,10.0,7.33,0.06,0,Blue-Green,0,"February 12th, 2013"
998,81.0,BOURBON SPECIALTY COFFEES,Brazil,CACHOEIRA DA GRAMA FARM,DRY MILL,BOURBON SPECIALTY COFFEES,,GRAMA VALLEY,GABRIEL CARVALHO DIAS,300,59 kg,Brazil Specialty Coffee Association,,"January 16th, 2018",BOURBON SPECIALTY COFFEES,Bourbon,Completed,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10.0,10.0,10.0,7.33,0.11,0,Green,9,"January 16th, 2019"
999,81.0,Consejo Salvadoreño del Café,El Salvador,Santa Josefita,Beneficio Cuzcachapa,Soc. Coop. Cuzcachapa de R.L.,1450,Apaneca - Ilamatepec,"Balcanes Coffee Estates, S.A. de C.V.",100,69 kg,Salvadoran Coffee Council,2017,"August 28th, 2017",Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10.0,10.0,10.0,7.25,0.0,0,Green,6,"August 28th, 2018"
1000,81.0,BOURBON SPECIALTY COFFEES,Brazil,CACHOEIRA DA GRAMA FARM,DRY MILL,BOURBON SPECIALTY COFFEES,,GRAMA VALLEY,GABRIEL DE CARVALHO DIAS,300,59 kg,Brazil Specialty Coffee Association,2016 / 2017,"September 9th, 2016",BOURBON SPECIALTY COFFEES,Yellow Bourbon,Completed,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10.0,10.0,10.0,7.17,0.11,0,Bluish-Green,3,"September 9th, 2017"
1001,81.0,Juan Luis Alvarado Romero,Guatemala,CHAPULTEPEC,BENEFICIO IXCHEL,"UNEX GUATEMALA, S.A.",3280,NORTE,CHAPULTEPEC,120,69 kg,Asociacion Nacional Del Café,2016,"August 2nd, 2016",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,10.0,7.25,0.09,0,Green,8,"August 2nd, 2017"
1002,81.0,Racafe & Cia S.C.A,Colombia,,Bachue,Racafe & Cia S.C.A,1600,Guayatá,,43,70 kg,Almacafé,2016,"July 22nd, 2016",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,10.0,7.75,0.0,0,Green,4,"July 22nd, 2017"
1003,81.0,Juan Luis Alvarado Romero,Guatemala,EL PAPATURRO,BENEFICIO IXCHEL,"UNEX GUATEMALA, S.A.",4000PSN,ORIENTE,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Café,2015,"July 23rd, 2015",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,0.11,0,Green,1,"July 22nd, 2016"
1004,81.0,"Lin, Che-Hao Krude 林哲豪",Taiwan,Jing Jing Café 晶晶坊青山咖啡教室,Jing Jing Café 晶晶坊青山咖啡教室,Taiwan Coffee Laboratory,758M,"Dongshan Dist., Tainan City 臺南市東山區",HU KUEI CHING 胡桂青,10,5 kg,Specialty Coffee Association,2015,"May 6th, 2015","Lin, Che-Hao Krude 林哲豪",Typica,Completed,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,10.0,7.33,0.12,0,Bluish-Green,0,"May 5th, 2016"
1005,81.0,Mayra Yessenia Torres,Honduras,EL CERRON,,"OLAM HONDURAS, S.A.","1350 ,SNN","SAN MARCOS, OCOTEPEQUE",NELSON MELGAR & REGINO MELGAL,275,18975 kg,Instituto Hondureño del Café,2014,"January 26th, 2015",Mayra Yessenia Torres,Caturra,Completed,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,10.0,7.33,0.12,0,Green,1,"January 26th, 2016"
1006,81.0,BOURBON SPECIALTY COFFEES,Brazil,,,BOURBON SPECIALTY COFFEES,,CERRADO - CAMPOS ALTOS,,300,60 kg,Brazil Specialty Coffee Association,2014,"January 15th, 2015",BOURBON SPECIALTY COFFEES,Mundo Novo,Completed,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10.0,6.67,10.0,7.75,0.12,0,Green,0,"January 15th, 2016"
1007,81.0,Mlimani Ngarashi,Tanzania,Rural Cooperative Society,Rafiki Ltd,Mlimani Ngarashi,1525 M,Arusha,Mlimani Ngarashi,1,60 kg,Africa Fine Coffee Association,2014,"December 15th, 2014",Mlimani Ngarashi,Other,Completed,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,0.12,0,Green,5,"December 15th, 2015"
1008,81.0,Kyagalanyi Ltd,Uganda,Kapchorwa,Kyagalanyi coffee Ltd,Kyagalanyi Coffee Ltd,1700,Eastern,Kyagalanyi coffee Ltd,320,60 kg,Uganda Coffee Development Authority,2013,"June 30th, 2014",Kyagalanyi Ltd,SL14,Completed,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.42,0.12,0,Green,3,"June 30th, 2015"
1009,81.0,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Taiwan hao ka 台灣好咖莊園,Taiwan hao ka 台灣好咖莊園,Blossom Valley宸嶧國際,1100 M,Nantou Xinyi 南投縣信義鄉,Zhou hong xiu 周紅秀,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Completed,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.25,0.11,0,Green,0,"December 26th, 2014"
1010,81.0,Doi Tung Development Project,Thailand,Doi Tung Development Project,Doi Tung Development Project,Doi Tung Development Project,800++,Thailand,Doi Tung Development Project,2,1 kg,Specialty Coffee Association,2012,"May 29th, 2013",Doi Tung Development Project,,Completed,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,10.0,7.17,0.0,0,Green,3,"May 29th, 2014"
1011,81.0,ALEJANDRO GARCIA PALACIOS,Mexico,FINCA EL GAVILANCILLO,FINCA LA FORTUNA,INDUSTRIALIZADORA DE KAFFEE ANDES S.A. DE C.V.,950,"MOTOZINTLA, CHIAPAS",MARTHA PALACIOS,10,1 kg,AMECAFE,2012,"September 11th, 2012",ALEJANDRO GARCIA PALACIOS,Other,Completed,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,0.12,0,Green,12,"September 11th, 2013"
1012,81.0,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Mexico,,ORGANIZACION UNION DE EJIDOS ADOLFO LOPEZ MATEOS,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE SA DE CV,1100,ADOLFO LOPEZ MATEOS,COOP,200,1 kg,AMECAFE,2012,"July 3rd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Completed,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,10.0,7.5,0.0,0,Green,8,"July 3rd, 2013"
1013,80.92,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,八杞莊園,non,八杞莊園,200,Taiwan,蕭閔家,150,1 kg,Blossom Valley International,2017,"December 8th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,Other,Completed,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,10.0,7.25,0.0,0,Blue-Green,0,"December 8th, 2018"
